# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 31K of event 'branch-instructions'
# Event count (approx.): 4634416811
#
# Overhead  Command  Shared Object                 Symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
# ........  .......  ............................  ....................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................
#
     0.06%  test     [kernel.kallsyms]             [k] _compound_head
     0.06%  test     [kernel.kallsyms]             [k] mem_cgroup_css_rstat_flush
     0.06%  test     libjpeg.so.8.2.2              [.] 0x0000000000007d62
     0.06%  test     libjpeg.so.8.2.2              [.] 0x000000000004c6a5
     0.06%  test     libjpeg.so.8.2.2              [.] 0x0000000000027241
     0.06%  test     [kernel.kallsyms]             [k] free_pcppages_bulk
     0.06%  test     libjpeg.so.8.2.2              [.] 0x0000000000027a3f
     0.06%  test     libm.so.6                     [.] __atan2f_finite@GLIBC_2.15
     0.05%  test     libjpeg.so.8.2.2              [.] 0x000000000004be75
     0.05%  test     libjpeg.so.8.2.2              [.] 0x0000000000027237
     0.05%  test     [kernel.kallsyms]             [k] pmd_val
     0.05%  test     libjpeg.so.8.2.2              [.] 0x000000000004c6ec
     0.05%  test     libjpeg.so.8.2.2              [.] 0x000000000004bf0f
     0.05%  test     test                          [.] void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&)
     0.05%  test     libjpeg.so.8.2.2              [.] 0x000000000003d603
     0.05%  test     libjpeg.so.8.2.2              [.] 0x000000000003d62f
     0.05%  test     libjpeg.so.8.2.2              [.] 0x00000000000270d1
     0.05%  test     libjpeg.so.8.2.2              [.] 0x00000000000271a0
     0.05%  test     libtbb.so.12.12               [.] tbb::detail::d1::task* tbb::detail::r1::task_dispatcher::local_wait_for_all<false, tbb::detail::r1::outermost_worker_waiter>(tbb::detail::d1::task*, tbb::detail::r1::outermost_worker_waiter&)
     0.05%  test     libjpeg.so.8.2.2              [.] 0x000000000003d64b
     0.05%  test     libjpeg.so.8.2.2              [.] 0x00000000000271c8
     0.05%  test     libjpeg.so.8.2.2              [.] 0x000000000004bee0
     0.05%  test     libjpeg.so.8.2.2              [.] 0x000000000004bed1
     0.05%  test     libjpeg.so.8.2.2              [.] 0x000000000004c711
     0.05%  test     libjpeg.so.8.2.2              [.] 0x0000000000048e3f
     0.05%  test     libjpeg.so.8.2.2              [.] 0x000000000004bef3
     0.05%  test     libjpeg.so.8.2.2              [.] 0x000000000004c6fb
     0.05%  test     libjpeg.so.8.2.2              [.] 0x000000000003d7eb
     0.04%  test     [kernel.kallsyms]             [k] memcg_slab_post_alloc_hook
     0.04%  test     libjpeg.so.8.2.2              [.] 0x000000000003d799
     0.04%  test     libjpeg.so.8.2.2              [.] 0x000000000002797f
     0.04%  test     libjpeg.so.8.2.2              [.] 0x0000000000027850
     0.04%  test     libjpeg.so.8.2.2              [.] 0x0000000000027920
     0.04%  test     libjpeg.so.8.2.2              [.] 0x0000000000027265
     0.04%  test     [kernel.kallsyms]             [k] node_dirty_ok
     0.04%  test     libjpeg.so.8.2.2              [.] 0x000000000003d637
     0.04%  test     libjpeg.so.8.2.2              [.] 0x00000000000271fa
     0.04%  test     libjpeg.so.8.2.2              [.] 0x0000000000028b97
     0.04%  test     libjpeg.so.8.2.2              [.] 0x0000000000028b90
     0.04%  test     [kernel.kallsyms]             [k] down_write
     0.04%  test     libjpeg.so.8.2.2              [.] 0x000000000004c252
     0.04%  test     libjpeg.so.8.2.2              [.] 0x0000000000028bd6
     0.04%  test     libjpeg.so.8.2.2              [.] 0x000000000003d65b
     0.04%  test     [kernel.kallsyms]             [k] vm_normal_page
     0.04%  test     libjpeg.so.8.2.2              [.] 0x0000000000027260
     0.04%  test     libjpeg.so.8.2.2              [.] 0x000000000004be83
     0.04%  test     libjpeg.so.8.2.2              [.] 0x0000000000027962
     0.04%  test     [kernel.kallsyms]             [k] error_entry
     0.04%  test     [kernel.kallsyms]             [k] __raw_spin_lock_irqsave
     0.04%  test     [kernel.kallsyms]             [k] send_to_group
     0.04%  test     [kernel.kallsyms]             [k] filemap_get_folios
     0.04%  test     libjpeg.so.8.2.2              [.] 0x000000000004be8b
     0.04%  test     libjpeg.so.8.2.2              [.] 0x0000000000007d54
     0.04%  test     libjpeg.so.8.2.2              [.] 0x0000000000037320
     0.04%  test     [kernel.kallsyms]             [k] __srcu_read_unlock
     0.04%  test     libjpeg.so.8.2.2              [.] 0x00000000000155b0
     0.04%  test     libm.so.6                     [.] __atan2f
     0.04%  test     libjpeg.so.8.2.2              [.] 0x000000000004bef7
     0.04%  test     [kernel.kallsyms]             [k] free_swap_cache
     0.04%  test     libjpeg.so.8.2.2              [.] 0x000000000003d790
     0.04%  test     libjpeg.so.8.2.2              [.] 0x0000000000027922
     0.04%  test     [kernel.kallsyms]             [k] access_error
     0.04%  test     [kernel.kallsyms]             [k] _raw_spin_unlock
     0.04%  test     [kernel.kallsyms]             [k] __rmqueue_pcplist
     0.04%  test     [kernel.kallsyms]             [k] pud_val
     0.04%  test     test                          [.] void _mm512_memcpy<unsigned char>(unsigned char*, unsigned char const*, unsigned long)
     0.04%  test     test                          [.] operator new(unsigned long, void*)
     0.03%  test     [kernel.kallsyms]             [k] policy_node
     0.03%  test     libjpeg.so.8.2.2              [.] 0x00000000000271f8
     0.03%  test     [kernel.kallsyms]             [k] do_user_addr_fault
     0.03%  test     [kernel.kallsyms]             [k] stop_this_handle
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000004c6d7
     0.03%  test     libjpeg.so.8.2.2              [.] 0x0000000000015617
     0.03%  test     [kernel.kallsyms]             [k] lockref_get_not_zero
     0.03%  test     [kernel.kallsyms]             [k] __fget_light
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000004c700
     0.03%  test     libjpeg.so.8.2.2              [.] 0x0000000000006141
     0.03%  test     libjpeg.so.8.2.2              [.] 0x0000000000027234
     0.03%  test     [kernel.kallsyms]             [k] vfs_write
     0.03%  test     [kernel.kallsyms]             [k] asm_exc_page_fault
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000004c2b3
     0.03%  test     libjpeg.so.8.2.2              [.] 0x0000000000048e4c
     0.03%  test     [kernel.kallsyms]             [k] __radix_tree_lookup
     0.03%  test     [kernel.kallsyms]             [k] __get_obj_cgroup_from_memcg
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000003d7f3
     0.03%  test     [kernel.kallsyms]             [k] __cond_resched
     0.03%  test     libjpeg.so.8.2.2              [.] 0x0000000000006090
     0.03%  test     [kernel.kallsyms]             [k] xas_store
     0.03%  test     [kernel.kallsyms]             [k] fpregs_assert_state_consistent
     0.03%  test     libjpeg.so.8.2.2              [.] 0x0000000000027a53
     0.03%  test     test                          [.] std::vector<int, std::allocator<int> >::size() const
     0.03%  test     test                          [.] std::atan2(float, float)
     0.03%  test     [kernel.kallsyms]             [k] xas_set_mark
     0.03%  test     libjpeg.so.8.2.2              [.] 0x0000000000027bf4
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000004c27a
     0.03%  test     libz.so.1.2.11                [.] inflate
     0.03%  test     libjpeg.so.8.2.2              [.] 0x00000000000155b7
     0.03%  test     libjpeg.so.8.2.2              [.] 0x0000000000027167
     0.03%  test     libjpeg.so.8.2.2              [.] 0x00000000000156bb
     0.03%  test     libjpeg.so.8.2.2              [.] 0x0000000000027410
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000000610b
     0.03%  test     libjpeg.so.8.2.2              [.] 0x0000000000027910
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000004be9b
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000004c303
     0.03%  test     libjpeg.so.8.2.2              [.] jpeg_huff_decode@plt
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000004beff
     0.03%  test     libjpeg.so.8.2.2              [.] 0x00000000000271d3
     0.03%  test     libjpeg.so.8.2.2              [.] 0x0000000000048e50
     0.03%  test     test                          [.] int const& std::forward<int const&>(std::remove_reference<int const&>::type&)
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000003d6cf
     0.03%  test     test                          [.] std::vector<int, std::allocator<int> >::operator[](unsigned long)
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000004c812
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000003d8b0
     0.03%  test     [kernel.kallsyms]             [k] consume_obj_stock
     0.03%  test     libjpeg.so.8.2.2              [.] 0x00000000000156be
     0.03%  test     libjpeg.so.8.2.2              [.] 0x00000000000276de
     0.03%  test     [kernel.kallsyms]             [k] xas_descend
     0.03%  test     [kernel.kallsyms]             [k] balance_dirty_pages_ratelimited_flags
     0.02%  test     [kernel.kallsyms]             [k] crypto_shash_update
     0.02%  test     [kernel.kallsyms]             [k] available_idle_cpu
     0.02%  test     [kernel.kallsyms]             [k] __ext4_handle_dirty_metadata
     0.02%  test     [kernel.kallsyms]             [k] fsnotify
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000028b82
     0.02%  test     [kernel.kallsyms]             [k] __es_insert_extent
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000027a46
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000002726d
     0.02%  test     [kernel.kallsyms]             [k] memset_orig
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000003d8b3
     0.02%  test     [kernel.kallsyms]             [k] __fsnotify_parent
     0.02%  test     [kernel.kallsyms]             [k] mod_objcg_state
     0.02%  test     [kernel.kallsyms]             [k] block_invalidate_folio
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004c47a
     0.02%  test     [kernel.kallsyms]             [k] __get_vma_policy
     0.02%  test     libjpeg.so.8.2.2              [.] 0x00000000000271ab
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000002794a
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000003d65f
     0.02%  test     [kernel.kallsyms]             [k] ext4_bio_write_folio
     0.02%  test     [kernel.kallsyms]             [k] consume_stock
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004c282
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004c2ff
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000027937
     0.02%  test     [kernel.kallsyms]             [k] perf_adjust_freq_unthr_context
     0.02%  test     libjpeg.so.8.2.2              [.] 0x00000000000271c0
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004c1df
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000002791d
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000002792b
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000003d533
     0.02%  test     libjpeg.so.8.2.2              [.] 0x00000000000271ee
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004bebf
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000003d609
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000003d7e2
     0.02%  test     [kernel.kallsyms]             [k] folio_clear_dirty_for_io
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004be7b
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000027a98
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004bead
     0.02%  test     [kernel.kallsyms]             [k] xas_start
     0.02%  test     [kernel.kallsyms]             [k] ext4_do_update_inode.isra.0
     0.02%  test     [kernel.kallsyms]             [k] _raw_read_lock
     0.02%  test     [kernel.kallsyms]             [k] policy_nodemask
     0.02%  test     libjpeg.so.8.2.2              [.] jpeg_write_scanlines
     0.02%  test     [kernel.kallsyms]             [k] lockref_put_return
     0.02%  test     [kernel.kallsyms]             [k] folio_add_lru_vma
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000003d6ba
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004c2af
     0.02%  test     [kernel.kallsyms]             [k] rb_next
     0.02%  test     [kernel.kallsyms]             [k] crc32c_pcl_intel_update
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004bebb
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000003d60d
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000003d5ea
     0.02%  test     libjpeg.so.8.2.2              [.] 0x00000000000059e8
     0.02%  test     [kernel.kallsyms]             [k] ext4_buffered_write_iter
     0.02%  test     [kernel.kallsyms]             [k] down_read
     0.02%  test     libjpeg.so.8.2.2              [.] 0x00000000000206c3
     0.02%  test     [kernel.kallsyms]             [k] __folio_start_writeback
     0.02%  test     [kernel.kallsyms]             [k] mark_buffer_dirty
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004bec9
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000048e54
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004bec3
     0.02%  test     [kernel.kallsyms]             [k] map_id_up
     0.02%  test     [kernel.kallsyms]             [k] try_to_wake_up
     0.02%  test     [kernel.kallsyms]             [k] filemap_get_folios_tag
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000003d7ac
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000003d797
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000028bf2
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000028ba0
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000028bb1
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004c449
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004c344
     0.02%  test     [kernel.kallsyms]             [k] memcg_check_events
     0.02%  test     [kernel.kallsyms]             [k] _raw_spin_unlock_irqrestore
     0.02%  test     [kernel.kallsyms]             [k] psi_group_change
     0.02%  test     [kernel.kallsyms]             [k] free_pages_and_swap_cache
     0.02%  test     libtbb.so.12.12               [.] tbb::detail::r1::thread_dispatcher::client_in_need(tbb::detail::r1::thread_dispatcher_client*)
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000026d49
     0.02%  test     [kernel.kallsyms]             [k] update_curr
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004c451
