# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 31K of event 'branch-instructions'
# Event count (approx.): 4618078014
#
# Overhead  Command  Shared Object                 Symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
# ........  .......  ............................  ...................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................
#
     0.11%  test     libjpeg.so.8.2.2              [.] 0x000000000003d6b7
     0.11%  test     libjpeg.so.8.2.2              [.] 0x000000000003d57d
     0.11%  test     [kernel.kallsyms]             [k] __irqentry_text_end
     0.11%  test     libjpeg.so.8.2.2              [.] jpeg_fill_bit_buffer@plt
     0.10%  test     libjpeg.so.8.2.2              [.] 0x000000000004be69
     0.10%  test     libjpeg.so.8.2.2              [.] 0x000000000003d78b
     0.10%  test     libjpeg.so.8.2.2              [.] 0x0000000000037320
     0.10%  test     libjpeg.so.8.2.2              [.] 0x000000000003d7c2
     0.10%  test     libjpeg.so.8.2.2              [.] 0x000000000003d6af
     0.10%  test     libjpeg.so.8.2.2              [.] 0x000000000003d544
     0.10%  test     libjpeg.so.8.2.2              [.] jpeg_huff_decode
     0.10%  test     libjpeg.so.8.2.2              [.] 0x000000000003d5fb
     0.09%  test     libjpeg.so.8.2.2              [.] 0x000000000003d7b3
     0.09%  test     libjpeg.so.8.2.2              [.] 0x000000000001558b
     0.09%  test     libjpeg.so.8.2.2              [.] 0x000000000003d7a5
     0.09%  test     libjpeg.so.8.2.2              [.] 0x000000000004c6f1
     0.09%  test     libjpeg.so.8.2.2              [.] 0x00000000000271c8
     0.09%  test     [kernel.kallsyms]             [k] free_unref_page_commit
     0.09%  test     libjpeg.so.8.2.2              [.] 0x0000000000027952
     0.09%  test     libjpeg.so.8.2.2              [.] 0x000000000003d7a9
     0.09%  test     libjpeg.so.8.2.2              [.] 0x000000000004c737
     0.09%  test     [kernel.kallsyms]             [k] post_alloc_hook
     0.09%  test     libjpeg.so.8.2.2              [.] 0x000000000003d53c
     0.09%  test     libjpeg.so.8.2.2              [.] 0x00000000000156ae
     0.09%  test     libjpeg.so.8.2.2              [.] 0x000000000004c6df
     0.08%  test     libjpeg.so.8.2.2              [.] 0x000000000003d59c
     0.08%  test     libjpeg.so.8.2.2              [.] 0x000000000004c6a5
     0.08%  test     libjpeg.so.8.2.2              [.] 0x000000000002724c
     0.08%  test     libjpeg.so.8.2.2              [.] 0x000000000003d62f
     0.08%  test     libjpeg.so.8.2.2              [.] 0x00000000000271cd
     0.08%  test     [kernel.kallsyms]             [k] __folio_alloc
     0.07%  test     libjpeg.so.8.2.2              [.] 0x000000000004c6ad
     0.07%  test     [kernel.kallsyms]             [k] __mem_cgroup_charge
     0.07%  test     [kernel.kallsyms]             [k] crypto_shash_update
     0.07%  test     [kernel.kallsyms]             [k] send_to_group
     0.07%  test     test                          [.] void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&)
     0.07%  test     libjpeg.so.8.2.2              [.] 0x000000000003d5bf
     0.07%  test     [kernel.kallsyms]             [k] free_pcppages_bulk
     0.07%  test     [kernel.kallsyms]             [k] sync_regs
     0.07%  test     libjpeg.so.8.2.2              [.] 0x0000000000027244
     0.07%  test     libjpeg.so.8.2.2              [.] 0x00000000000156be
     0.07%  test     libjpeg.so.8.2.2              [.] 0x000000000004be75
     0.07%  test     libjpeg.so.8.2.2              [.] 0x00000000000271fa
     0.07%  test     libjpeg.so.8.2.2              [.] 0x0000000000007d59
     0.07%  test     libjpeg.so.8.2.2              [.] 0x0000000000007d62
     0.07%  test     libjpeg.so.8.2.2              [.] 0x000000000002785c
     0.07%  test     [kernel.kallsyms]             [k] pmd_val
     0.07%  test     libjpeg.so.8.2.2              [.] 0x0000000000027a3f
     0.06%  test     [kernel.kallsyms]             [k] free_swap_cache
     0.06%  test     libjpeg.so.8.2.2              [.] 0x0000000000027241
     0.06%  test     [kernel.kallsyms]             [k] policy_node
     0.06%  test     libjpeg.so.8.2.2              [.] 0x0000000000007d6e
     0.06%  test     libjpeg.so.8.2.2              [.] 0x000000000003d7db
     0.06%  test     libjpeg.so.8.2.2              [.] 0x0000000000006135
     0.06%  test     libjpeg.so.8.2.2              [.] 0x000000000002795b
     0.06%  test     [kernel.kallsyms]             [k] do_user_addr_fault
     0.06%  test     [kernel.kallsyms]             [k] __raw_spin_lock_irqsave
     0.06%  test     libjpeg.so.8.2.2              [.] 0x000000000002792e
     0.06%  test     [kernel.kallsyms]             [k] mem_cgroup_css_rstat_flush
     0.05%  test     libjpeg.so.8.2.2              [.] 0x0000000000028b97
     0.05%  test     libjpeg.so.8.2.2              [.] 0x0000000000027a67
     0.05%  test     libm.so.6                     [.] __atan2f_finite@GLIBC_2.15
     0.05%  test     libjpeg.so.8.2.2              [.] 0x000000000002793e
     0.05%  test     libjpeg.so.8.2.2              [.] 0x000000000004c252
     0.05%  test     libjpeg.so.8.2.2              [.] 0x000000000004c6fb
     0.05%  test     test                          [.] decltype (::new ((void*)(0)) int((declval<int const&>)())) std::construct_at<int, int const&>(int*, int const&)
     0.05%  test     libjpeg.so.8.2.2              [.] 0x0000000000027962
     0.05%  test     libjpeg.so.8.2.2              [.] 0x00000000000270d1
     0.05%  test     [kernel.kallsyms]             [k] mem_cgroup_from_task
     0.05%  test     [kernel.kallsyms]             [k] consume_stock
     0.05%  test     libjpeg.so.8.2.2              [.] 0x0000000000027265
     0.05%  test     test                          [.] std::vector<int, std::allocator<int> >::size() const
     0.05%  test     [kernel.kallsyms]             [k] pud_val
     0.05%  test     libjpeg.so.8.2.2              [.] 0x0000000000028b90
     0.05%  test     [kernel.kallsyms]             [k] vm_normal_page
     0.05%  test     libjpeg.so.8.2.2              [.] 0x000000000004c2ff
     0.05%  test     libjpeg.so.8.2.2              [.] 0x000000000004becd
     0.05%  test     libjpeg.so.8.2.2              [.] 0x000000000003d6cf
     0.05%  test     [kernel.kallsyms]             [k] ext4_fill_raw_inode
     0.05%  test     libjpeg.so.8.2.2              [.] 0x000000000003d7f3
     0.05%  test     libjpeg.so.8.2.2              [.] 0x000000000004c711
     0.05%  test     libjpeg.so.8.2.2              [.] 0x000000000003d799
     0.05%  test     libjpeg.so.8.2.2              [.] 0x000000000004c449
     0.04%  test     libjpeg.so.8.2.2              [.] 0x0000000000027958
     0.04%  test     [kernel.kallsyms]             [k] free_unref_page_list
     0.04%  test     libjpeg.so.8.2.2              [.] 0x000000000004c700
     0.04%  test     libtbb.so.12.12               [.] tbb::detail::d1::task* tbb::detail::r1::task_dispatcher::local_wait_for_all<false, tbb::detail::r1::outermost_worker_waiter>(tbb::detail::d1::task*, tbb::detail::r1::outermost_worker_waiter&)
     0.04%  test     libjpeg.so.8.2.2              [.] 0x00000000000271c0
     0.04%  test     libjpeg.so.8.2.2              [.] 0x0000000000015561
     0.04%  test     test                          [.] void _mm512_memcpy<unsigned char>(unsigned char*, unsigned char const*, unsigned long)
     0.04%  test     [kernel.kallsyms]             [k] psi_group_change
     0.04%  test     [kernel.kallsyms]             [k] _find_first_bit
     0.04%  test     libjpeg.so.8.2.2              [.] 0x00000000000155b0
     0.04%  test     libjpeg.so.8.2.2              [.] 0x0000000000027a46
     0.04%  test     libjpeg.so.8.2.2              [.] 0x00000000000155c3
     0.04%  test     libjpeg.so.8.2.2              [.] 0x000000000004c4ce
     0.04%  test     libjpeg.so.8.2.2              [.] 0x000000000004bed1
     0.04%  test     [kernel.kallsyms]             [k] _raw_spin_unlock
     0.04%  test     libjpeg.so.8.2.2              [.] 0x0000000000027960
     0.04%  test     libjpeg.so.8.2.2              [.] 0x000000000003d64b
     0.04%  test     libjpeg.so.8.2.2              [.] 0x000000000003d8b3
     0.04%  test     libjpeg.so.8.2.2              [.] 0x0000000000027229
     0.04%  test     libjpeg.so.8.2.2              [.] 0x000000000004be7b
     0.04%  test     [kernel.kallsyms]             [k] xas_store
     0.04%  test     libjpeg.so.8.2.2              [.] 0x000000000004c812
     0.04%  test     libjpeg.so.8.2.2              [.] 0x0000000000006119
     0.04%  test     libjpeg.so.8.2.2              [.] 0x00000000000271a0
     0.04%  test     libjpeg.so.8.2.2              [.] 0x000000000003d603
     0.04%  test     libjpeg.so.8.2.2              [.] 0x000000000004beb7
     0.04%  test     [kernel.kallsyms]             [k] kthread_blkcg
     0.04%  test     libjpeg.so.8.2.2              [.] 0x0000000000028bcf
     0.04%  test     libjpeg.so.8.2.2              [.] 0x0000000000027410
     0.04%  test     libjpeg.so.8.2.2              [.] 0x0000000000028bd6
     0.04%  test     libjpeg.so.8.2.2              [.] 0x000000000002708e
     0.04%  test     libjpeg.so.8.2.2              [.] 0x000000000003d797
     0.04%  test     libjpeg.so.8.2.2              [.] 0x0000000000027237
     0.03%  test     libjpeg.so.8.2.2              [.] 0x0000000000027922
     0.03%  test     [kernel.kallsyms]             [k] policy_nodemask
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000003d8b6
     0.03%  test     libjpeg.so.8.2.2              [.] 0x0000000000027860
     0.03%  test     test                          [.] std::atan2(float, float)
     0.03%  test     [kernel.kallsyms]             [k] error_entry
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000004c6c2
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000000610b
     0.03%  test     libjpeg.so.8.2.2              [.] 0x0000000000027912
     0.03%  test     [kernel.kallsyms]             [k] __rmqueue_pcplist
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000003d790
     0.03%  test     [kernel.kallsyms]             [k] copyin
     0.03%  test     libjpeg.so.8.2.2              [.] 0x0000000000048e25
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000004bef3
     0.03%  test     [kernel.kallsyms]             [k] memcg_slab_post_alloc_hook
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000003d8b0
     0.03%  test     libjpeg.so.8.2.2              [.] 0x0000000000027bf4
     0.03%  test     [kernel.kallsyms]             [k] find_lock_entries
     0.03%  test     [kernel.kallsyms]             [k] ext4_mark_iloc_dirty
     0.03%  test     [kernel.kallsyms]             [k] xas_descend
     0.03%  test     [kernel.kallsyms]             [k] up_write
     0.03%  test     libjpeg.so.8.2.2              [.] 0x0000000000048e4c
     0.03%  test     [kernel.kallsyms]             [k] __slab_free
     0.03%  test     [kernel.kallsyms]             [k] __get_obj_cgroup_from_memcg
     0.03%  test     [kernel.kallsyms]             [k] native_queued_spin_lock_slowpath
     0.03%  test     [kernel.kallsyms]             [k] folio_clear_dirty_for_io
     0.03%  test     test                          [.] operator new(unsigned long, void*)
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000003d7ac
     0.03%  test     libjpeg.so.8.2.2              [.] 0x0000000000048e50
     0.03%  test     libjpeg.so.8.2.2              [.] 0x00000000000271f8
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000003d61b
     0.03%  test     [kernel.kallsyms]             [k] _raw_spin_unlock_irqrestore
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000004c6e4
     0.03%  test     [kernel.kallsyms]             [k] __schedule
     0.03%  test     [kernel.kallsyms]             [k] ext4_da_map_blocks.constprop.0
     0.03%  test     [kernel.kallsyms]             [k] filemap_get_folios
     0.03%  test     libm.so.6                     [.] __atan2f
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000003d63d
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000004c6d7
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000004c344
     0.03%  test     [kernel.kallsyms]             [k] down_read
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000003d637
     0.03%  test     [kernel.kallsyms]             [k] access_error
     0.03%  test     [kernel.kallsyms]             [k] __mem_cgroup_uncharge_list
     0.03%  test     [kernel.kallsyms]             [k] stop_this_handle
     0.03%  test     [kernel.kallsyms]             [k] kmem_cache_alloc
     0.03%  test     libjpeg.so.8.2.2              [.] 0x0000000000027234
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000004c715
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000003d6ba
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000003d65b
     0.03%  test     libjpeg.so.8.2.2              [.] 0x0000000000015617
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000003d8ba
     0.03%  test     [kernel.kallsyms]             [k] __folio_start_writeback
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000004c26e
     0.03%  test     [kernel.kallsyms]             [k] __block_commit_write.constprop.0
     0.03%  test     [kernel.kallsyms]             [k] __filemap_add_folio
     0.03%  test     [kernel.kallsyms]             [k] __kmem_cache_alloc_node
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000002713a
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000028bb1
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000048e3b
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004be8f
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000003d609
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000002797f
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000027937
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004be83
     0.02%  test     [kernel.kallsyms]             [k] fpregs_assert_state_consistent
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000048e29
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004be6f
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000027920
     0.02%  test     [kernel.kallsyms]             [k] __fsnotify_parent
     0.02%  test     [kernel.kallsyms]             [k] ext4_bio_write_folio
     0.02%  test     libjpeg.so.8.2.2              [.] 0x00000000000156a9
     0.02%  test     libjpeg.so.8.2.2              [.] 0x00000000000271ee
     0.02%  test     test                          [.] std::vector<int, std::allocator<int> >::operator[](unsigned long)
     0.02%  test     libjpeg.so.8.2.2              [.] 0x00000000000271ca
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000027910
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004c27a
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000006141
     0.02%  test     test                          [.] int const& std::forward<int const&>(std::remove_reference<int const&>::type&)
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000002787d
     0.02%  test     [kernel.kallsyms]             [k] irqentry_exit_to_user_mode
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004c303
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004beff
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004be93
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000002726d
     0.02%  test     [kernel.kallsyms]             [k] filemap_get_folios_tag
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000006143
     0.02%  test     [kernel.kallsyms]             [k] ext4_do_update_inode.isra.0
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000007d44
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000007d54
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004c6f6
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000003d7eb
     0.02%  test     [kernel.kallsyms]             [k] crc32c_pcl_intel_update
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004be8b
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000048e47
     0.02%  test     [kernel.kallsyms]             [k] should_fail_alloc_page
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000048e3f
     0.02%  test     [kernel.kallsyms]             [k] ext4_inode_csum_set
     0.02%  test     [kernel.kallsyms]             [k] inode_needs_update_time.part.0
     0.02%  test     [kernel.kallsyms]             [k] mpage_prepare_extent_to_map
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000006090
     0.02%  test     [kernel.kallsyms]             [k] xas_start
     0.02%  test     [kernel.kallsyms]             [k] _raw_read_lock
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004be97
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000003d7e2
     0.02%  test     libjpeg.so.8.2.2              [.] 0x00000000000271bb
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000003d5f5
     0.02%  test     [kernel.kallsyms]             [k] mod_zone_page_state
     0.02%  test     [kernel.kallsyms]             [k] mutex_unlock
     0.02%  test     [kernel.kallsyms]             [k] node_dirty_ok
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000003d5b1
     0.02%  test     libz.so.1.2.11                [.] inflate
     0.02%  test     libjpeg.so.8.2.2              [.] 0x00000000000059e7
     0.02%  test     [kernel.kallsyms]             [k] available_idle_cpu
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004c451
     0.02%  test     [kernel.kallsyms]             [k] errseq_check
     0.02%  test     [kernel.kallsyms]             [k] memcg_check_events
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000027955
     0.02%  test     libm.so.6                     [.] __sqrtf
     0.02%  test     [kernel.kallsyms]             [k] __folio_throttle_swaprate
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000028b72
     0.02%  test     [kernel.kallsyms]             [k] xas_load
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000028b87
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004c264
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000028b7e
     0.02%  test     libjpeg.so.8.2.2              [.] 0x00000000000278a2
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004c2b3
     0.02%  test     libjpeg.so.8.2.2              [.] 0x00000000000277d9
     0.02%  test     libopencv_imgproc.so.4.9.0    [.] cv::hal::resize(int, unsigned char const*, unsigned long, int, int, unsigned char*, unsigned long, int, int, double, double, int)
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000002794a
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004c323
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004c4d2
     0.02%  test     libjpeg.so.8.2.2              [.] 0x00000000000272a1
     0.02%  test     libjpeg.so.8.2.2              [.] 0x00000000000271ab
     0.02%  test     libjpeg.so.8.2.2              [.] 0x00000000000271e3
