# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 36K of event 'branch-instructions'
# Event count (approx.): 5149121607
#
# Overhead  Command  Shared Object                 Symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
# ........  .......  ............................  ...........................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................
#
     0.14%  test     test                          [.] unsigned long tbb::detail::d0::spin_wait_while<unsigned long, tbb::detail::d0::spin_wait_while_eq<unsigned long, unsigned long>(std::atomic<unsigned long> const&, unsigned long, std::memory_order)::{lambda(unsigned long)#1}>(std::atomic<unsigned long> const&, tbb::detail::d0::spin_wait_while_eq<unsigned long, unsigned long>(std::atomic<unsigned long> const&, unsigned long, std::memory_order)::{lambda(unsigned long)#1}, std::memory_order)
     0.14%  test     libjpeg.so.8.2.2              [.] 0x000000000003d571
     0.14%  test     [kernel.kallsyms]             [k] folio_batch_move_lru
     0.13%  test     libc.so.6                     [.] __sched_yield
     0.13%  test     [kernel.kallsyms]             [k] __mod_zone_page_state
     0.13%  test     [kernel.kallsyms]             [k] __mod_node_page_state
     0.13%  test     test                          [.] decltype (::new ((void*)(0)) int((declval<int const&>)())) std::construct_at<int, int const&>(int*, int const&)
     0.13%  test     libjpeg.so.8.2.2              [.] 0x000000000004c70d
     0.13%  test     test                          [.] tbb::detail::d2::micro_queue<int, tbb::detail::d1::cache_aligned_allocator<int> >::assign_and_destroy_item(void*, tbb::detail::d2::micro_queue<int, tbb::detail::d1::cache_aligned_allocator<int> >::padded_page&, unsigned long)
     0.12%  test     libjpeg.so.8.2.2              [.] 0x0000000000027967
     0.12%  test     test                          [.] OneAPI::PerformDoubleThresholding(unsigned char*, float*, int, int, int, int)::{lambda(int)#1}::operator()(int) const
     0.12%  test     [kernel.kallsyms]             [k] get_mem_cgroup_from_mm
     0.12%  test     [kernel.kallsyms]             [k] down_read_trylock
     0.12%  test     libjpeg.so.8.2.2              [.] jpeg_huff_decode
     0.12%  test     [kernel.kallsyms]             [k] try_charge_memcg
     0.12%  test     [kernel.kallsyms]             [k] mas_walk
     0.12%  test     libjpeg.so.8.2.2              [.] 0x000000000004be44
     0.12%  test     [kernel.kallsyms]             [k] __mod_lruvec_page_state
     0.12%  test     libc.so.6                     [.] __memmove_evex_unaligned_erms
     0.11%  test     libjpeg.so.8.2.2              [.] 0x000000000003d5de
     0.11%  test     test                          [.] tbb::detail::d1::blocked_range<int>::end() const
     0.11%  test     libjpeg.so.8.2.2              [.] 0x000000000004c715
     0.11%  test     libopencv_imgproc.so.4.9.0    [.] cv::VResizeLinear<unsigned char, int, short, cv::FixedPtCast<int, unsigned char, 22>, cv::VResizeLinearVec_32s8u>::operator()(int const**, unsigned char*, short const*, int) const
     0.11%  test     [kernel.kallsyms]             [k] pte_offset_map_nolock
     0.11%  test     libjpeg.so.8.2.2              [.] 0x000000000004be87
     0.11%  test     [kernel.kallsyms]             [k] folio_add_lru
     0.11%  test     [kernel.kallsyms]             [k] uncharge_folio
     0.11%  test     test                          [.] int const& std::forward<int const&>(std::remove_reference<int const&>::type&)
     0.11%  test     libjpeg.so.8.2.2              [.] 0x000000000004bee9
     0.11%  test     libjpeg.so.8.2.2              [.] 0x00000000000271eb
     0.11%  test     [kernel.kallsyms]             [k] do_anonymous_page
     0.11%  test     test                          [.] tbb::detail::d0::raii_guard<tbb::detail::d2::micro_queue<int, tbb::detail::d1::cache_aligned_allocator<int> >::push<int const&>(unsigned long, tbb::detail::d2::concurrent_queue_rep<int, tbb::detail::d1::cache_aligned_allocator<int> >&, tbb::detail::d1::cache_aligned_allocator<tbb::detail::d2::concurrent_queue_rep<int, tbb::detail::d1::cache_aligned_allocator<int> > >&, int const&)::{lambda()#1}> tbb::detail::d0::make_raii_guard<tbb::detail::d2::micro_queue<int, tbb::detail::d1::cache_aligned_allocator<int> >::push<int const&>(unsigned long, tbb::detail::d2::concurrent_queue_rep<int, tbb::detail::d1::cache_aligned_allocator<int> >&, tbb::detail::d1::cache_aligned_allocator<tbb::detail::d2::concurrent_queue_rep<int, tbb::detail::d1::cache_aligned_allocator<int> > >&, int const&)::{lambda()#1}>(tbb::detail::d2::micro_queue<int, tbb::detail::d1::cache_aligned_allocator<int> >::push<int const&>(unsigned long, tbb::detail::d2::concurrent_queue_rep<int, tbb::detail::d1::cache_aligned_allocator<int> >&, tbb::detail::d1::cache_aligned_allocator<tbb::detail::d2::concurrent_queue_rep<int, tbb::detail::d1::cache_aligned_allocator<int> > >&, int const&)::{lambda()#1})
     0.11%  test     libjpeg.so.8.2.2              [.] 0x000000000003d6b7
     0.10%  test     [kernel.kallsyms]             [k] lru_add_fn
     0.10%  test     [kernel.kallsyms]             [k] syscall_enter_from_user_mode
     0.10%  test     test                          [.] std::operator|(std::memory_order, std::__memory_order_modifier)
     0.10%  test     libjpeg.so.8.2.2              [.] 0x000000000004be83
     0.10%  test     [kernel.kallsyms]             [k] free_unref_page_list
     0.10%  test     libjpeg.so.8.2.2              [.] 0x0000000000027952
     0.10%  test     libjpeg.so.8.2.2              [.] 0x000000000002792e
     0.10%  test     libjpeg.so.8.2.2              [.] 0x000000000004c711
     0.10%  test     libjpeg.so.8.2.2              [.] 0x000000000003d5bf
     0.10%  test     [kernel.kallsyms]             [k] count_memcg_events.constprop.0
     0.10%  test     [kernel.kallsyms]             [k] _raw_spin_unlock
     0.10%  test     test                          [.] tbb::detail::d2::micro_queue_pop_finalizer<tbb::detail::d2::micro_queue<int, tbb::detail::d1::cache_aligned_allocator<int> >, int, tbb::detail::d1::cache_aligned_allocator<tbb::detail::d2::micro_queue<int, tbb::detail::d1::cache_aligned_allocator<int> >::padded_page> >::micro_queue_pop_finalizer(tbb::detail::d2::micro_queue<int, tbb::detail::d1::cache_aligned_allocator<int> >&, tbb::detail::d1::cache_aligned_allocator<tbb::detail::d2::micro_queue<int, tbb::detail::d1::cache_aligned_allocator<int> >::padded_page>&, unsigned long, tbb::detail::d2::micro_queue<int, tbb::detail::d1::cache_aligned_allocator<int> >::padded_page*)
     0.10%  test     test                          [.] bool tbb::detail::d2::is_valid_page<tbb::detail::d2::micro_queue<int, tbb::detail::d1::cache_aligned_allocator<int> >::padded_page*>(tbb::detail::d2::micro_queue<int, tbb::detail::d1::cache_aligned_allocator<int> >::padded_page*)
     0.10%  test     libjpeg.so.8.2.2              [.] 0x000000000003d544
     0.10%  test     [kernel.kallsyms]             [k] rcu_note_context_switch
     0.10%  test     [kernel.kallsyms]             [k] _raw_spin_trylock
     0.09%  test     libjpeg.so.8.2.2              [.] jpeg_fill_bit_buffer@plt
     0.09%  test     libjpeg.so.8.2.2              [.] 0x000000000003d7a9
     0.09%  test     test                          [.] tbb::detail::d1::call_itt_notify(tbb::detail::d1::notify_type, void*)
     0.09%  test     [kernel.kallsyms]             [k] handle_pte_fault
     0.09%  test     libjpeg.so.8.2.2              [.] 0x000000000004be69
     0.09%  test     libjpeg.so.8.2.2              [.] 0x000000000004c6a5
     0.09%  test     test                          [.] tbb::detail::d0::raii_guard<tbb::detail::d2::micro_queue<int, tbb::detail::d1::cache_aligned_allocator<int> >::push<int const&>(unsigned long, tbb::detail::d2::concurrent_queue_rep<int, tbb::detail::d1::cache_aligned_allocator<int> >&, tbb::detail::d1::cache_aligned_allocator<tbb::detail::d2::concurrent_queue_rep<int, tbb::detail::d1::cache_aligned_allocator<int> > >&, int const&)::{lambda()#1}>::~raii_guard()
     0.09%  test     libjpeg.so.8.2.2              [.] 0x000000000004c719
     0.09%  test     libjpeg.so.8.2.2              [.] 0x00000000000271c8
     0.09%  test     [kernel.kallsyms]             [k] __irqentry_text_end
     0.09%  test     libjpeg.so.8.2.2              [.] 0x000000000003d617
     0.08%  test     libjpeg.so.8.2.2              [.] 0x000000000003d57d
     0.08%  test     libjpeg.so.8.2.2              [.] 0x000000000003d79d
     0.08%  test     libjpeg.so.8.2.2              [.] 0x000000000003d8ba
     0.08%  test     libjpeg.so.8.2.2              [.] 0x0000000000007d6e
     0.08%  test     libjpeg.so.8.2.2              [.] 0x000000000003d62f
     0.08%  test     [kernel.kallsyms]             [k] free_unref_page_commit
     0.08%  test     [kernel.kallsyms]             [k] __pte_offset_map_lock
     0.08%  test     libjpeg.so.8.2.2              [.] 0x000000000003d6af
     0.08%  test     libjpeg.so.8.2.2              [.] 0x000000000003d78b
     0.08%  test     libjpeg.so.8.2.2              [.] 0x000000000003d7db
     0.08%  test     libjpeg.so.8.2.2              [.] 0x000000000003d7c2
     0.07%  test     test                          [.] std::__cmpexch_failure_order(std::memory_order)
     0.07%  test     [kernel.kallsyms]             [k] mem_cgroup_from_task
     0.07%  test     libjpeg.so.8.2.2              [.] 0x000000000004becd
     0.07%  test     libjpeg.so.8.2.2              [.] 0x0000000000027229
     0.07%  test     [kernel.kallsyms]             [k] entry_SYSRETQ_unsafe_stack
     0.07%  test     libjpeg.so.8.2.2              [.] 0x000000000004be8f
     0.07%  test     libjpeg.so.8.2.2              [.] 0x000000000004c6ad
     0.07%  test     libjpeg.so.8.2.2              [.] 0x0000000000006119
     0.07%  test     libjpeg.so.8.2.2              [.] 0x000000000004bee0
     0.07%  test     test                          [.] tbb::detail::d2::concurrent_queue<int, tbb::detail::d1::cache_aligned_allocator<int> >::push(int const&)
     0.07%  test     [kernel.kallsyms]             [k] check_cfs_rq_runtime
     0.07%  test     [kernel.kallsyms]             [k] x64_sys_call
     0.07%  test     test                          [.] tbb::detail::d2::micro_queue<int, tbb::detail::d1::cache_aligned_allocator<int> >::spin_wait_until_my_turn(std::atomic<unsigned long>&, unsigned long, tbb::detail::d2::concurrent_queue_rep<int, tbb::detail::d1::cache_aligned_allocator<int> >&) const
     0.06%  test     libjpeg.so.8.2.2              [.] 0x000000000003d7eb
     0.06%  test     [kernel.kallsyms]             [k] entry_SYSCALL_64_after_hwframe
     0.06%  test     libjpeg.so.8.2.2              [.] 0x000000000003d7b3
     0.06%  test     test                          [.] tbb::detail::d0::spin_wait_while_eq<unsigned long, unsigned long>(std::atomic<unsigned long> const&, unsigned long, std::memory_order)::{lambda(unsigned long)#1}::operator()(unsigned long) const
     0.06%  test     libjpeg.so.8.2.2              [.] 0x000000000004beff
     0.06%  test     [kernel.kallsyms]             [k] _compound_head
     0.06%  test     [kernel.kallsyms]             [k] do_syscall_64
     0.06%  test     libjpeg.so.8.2.2              [.] 0x000000000004be93
     0.06%  test     libjpeg.so.8.2.2              [.] 0x00000000000156ae
     0.06%  test     libjpeg.so.8.2.2              [.] 0x0000000000037320
     0.06%  test     libjpeg.so.8.2.2              [.] 0x000000000003d64b
     0.06%  test     [kernel.kallsyms]             [k] sync_regs
     0.06%  test     libjpeg.so.8.2.2              [.] 0x0000000000027922
     0.06%  test     libjpeg.so.8.2.2              [.] 0x000000000002797f
     0.06%  test     test                          [.] tbb::detail::d2::micro_queue<int, tbb::detail::d1::cache_aligned_allocator<int> >::padded_page::operator[](unsigned long)
     0.06%  test     [kernel.kallsyms]             [k] do_user_addr_fault
     0.06%  test     test                          [.] std::enable_if<std::__and_<std::__and_<std::__not_<std::allocator_traits<tbb::detail::d1::cache_aligned_allocator<tbb::detail::d2::micro_queue<int, tbb::detail::d1::cache_aligned_allocator<int> >::padded_page> >::__construct_helper<int, int const&>::type>, std::is_constructible<int, int const&> > >::value, void>::type std::allocator_traits<tbb::detail::d1::cache_aligned_allocator<tbb::detail::d2::micro_queue<int, tbb::detail::d1::cache_aligned_allocator<int> >::padded_page> >::_S_construct<int, int const&>(tbb::detail::d1::cache_aligned_allocator<tbb::detail::d2::micro_queue<int, tbb::detail::d1::cache_aligned_allocator<int> >::padded_page>&, int*, int const&)
     0.06%  test     libjpeg.so.8.2.2              [.] 0x000000000002785c
     0.06%  test     test                          [.] tbb::detail::d0::raii_guard<tbb::detail::d2::micro_queue<int, tbb::detail::d1::cache_aligned_allocator<int> >::push<int const&>(unsigned long, tbb::detail::d2::concurrent_queue_rep<int, tbb::detail::d1::cache_aligned_allocator<int> >&, tbb::detail::d1::cache_aligned_allocator<tbb::detail::d2::concurrent_queue_rep<int, tbb::detail::d1::cache_aligned_allocator<int> > >&, int const&)::{lambda()#1}>::raii_guard(tbb::detail::d2::micro_queue<int, tbb::detail::d1::cache_aligned_allocator<int> >::push<int const&>(unsigned long, tbb::detail::d2::concurrent_queue_rep<int, tbb::detail::d1::cache_aligned_allocator<int> >&, tbb::detail::d1::cache_aligned_allocator<tbb::detail::d2::concurrent_queue_rep<int, tbb::detail::d1::cache_aligned_allocator<int> > >&, int const&)::{lambda()#1})
     0.06%  test     libjpeg.so.8.2.2              [.] 0x00000000000271cd
     0.06%  test     libjpeg.so.8.2.2              [.] 0x000000000004bef3
     0.06%  test     libjpeg.so.8.2.2              [.] 0x000000000004bf0f
     0.06%  test     [kernel.kallsyms]             [k] post_alloc_hook
     0.06%  test     test                          [.] tbb::detail::d1::range_vector<tbb::detail::d1::blocked_range<int>, (unsigned char)8>::split_to_fill(unsigned char)
     0.06%  test     [kernel.kallsyms]             [k] free_swap_cache
     0.06%  test     test                          [.] tbb::detail::d0::spin_wait_until_eq<unsigned long, unsigned long>(std::atomic<unsigned long> const&, unsigned long, std::memory_order)::{lambda(unsigned long)#1}::operator()(unsigned long) const
     0.06%  test     libjpeg.so.8.2.2              [.] 0x00000000000155b0
     0.05%  test     test                          [.] unsigned long tbb::detail::d0::spin_wait_while_eq<unsigned long, unsigned long>(std::atomic<unsigned long> const&, unsigned long, std::memory_order)
     0.05%  test     [kernel.kallsyms]             [k] __mod_lruvec_state
     0.05%  test     libjpeg.so.8.2.2              [.] 0x00000000000271ab
     0.05%  test     libjpeg.so.8.2.2              [.] 0x0000000000007d59
     0.05%  test     [kernel.kallsyms]             [k] mem_cgroup_css_rstat_flush
     0.05%  test     libjpeg.so.8.2.2              [.] 0x000000000003d7a5
     0.05%  test     libjpeg.so.8.2.2              [.] 0x0000000000027a3f
     0.05%  test     libjpeg.so.8.2.2              [.] 0x000000000003d6cf
     0.05%  test     libjpeg.so.8.2.2              [.] 0x0000000000027a67
     0.05%  test     libjpeg.so.8.2.2              [.] 0x00000000000271a0
     0.05%  test     libjpeg.so.8.2.2              [.] 0x0000000000027962
     0.05%  test     libjpeg.so.8.2.2              [.] 0x000000000002724c
     0.05%  test     [kernel.kallsyms]             [k] __x64_sys_sched_yield
     0.05%  test     libjpeg.so.8.2.2              [.] 0x0000000000015561
     0.05%  test     libjpeg.so.8.2.2              [.] 0x0000000000027260
     0.05%  test     [kernel.kallsyms]             [k] free_pcppages_bulk
     0.05%  test     test                          [.] void tbb::detail::d2::concurrent_queue<int, tbb::detail::d1::cache_aligned_allocator<int> >::internal_push<int const&>(int const&)
     0.05%  test     [kernel.kallsyms]             [k] __folio_start_writeback
     0.05%  test     libjpeg.so.8.2.2              [.] 0x000000000003d637
     0.05%  test     libjpeg.so.8.2.2              [.] 0x000000000002795b
     0.05%  test     libjpeg.so.8.2.2              [.] 0x000000000004bed1
     0.05%  test     libjpeg.so.8.2.2              [.] 0x0000000000027a46
     0.05%  test     libjpeg.so.8.2.2              [.] 0x000000000003d790
     0.05%  test     test                          [.] tbb::detail::d2::concurrent_queue<int, tbb::detail::d1::cache_aligned_allocator<int> >::try_pop(int&)
     0.05%  test     [kernel.kallsyms]             [k] pmd_val
     0.05%  test     [kernel.kallsyms]             [k] vm_normal_page
     0.05%  test     libjpeg.so.8.2.2              [.] 0x0000000000027244
     0.05%  test     [kernel.kallsyms]             [k] access_error
     0.05%  test     [kernel.kallsyms]             [k] raw_spin_rq_unlock
     0.05%  test     [kernel.kallsyms]             [k] __mem_cgroup_charge
     0.05%  test     libtbb.so.12.12               [.] tbb::detail::r1::task_dispatcher::steal_or_get_critical(tbb::detail::r1::execution_data_ext&, tbb::detail::r1::arena&, unsigned int, tbb::detail::r1::FastRandom&, long, bool)
     0.05%  test     [kernel.kallsyms]             [k] memcg_slab_post_alloc_hook
     0.04%  test     test                          [.] unsigned long tbb::detail::d0::modulo_power_of_two<unsigned long, unsigned long>(unsigned long, unsigned long)
     0.04%  test     [kernel.kallsyms]             [k] __folio_alloc
