# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 24K of event 'branch-instructions'
# Event count (approx.): 4550457251
#
# Overhead  Command  Shared Object                 Symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
# ........  .......  ............................  .......................................................................................................................................................................................................................................................................................................................................................................................................................................................................................
#
     0.05%  test     [kernel.kallsyms]             [k] _raw_read_lock
     0.05%  test     [kernel.kallsyms]             [k] __folio_alloc
     0.05%  test     [kernel.kallsyms]             [k] __fget_light
     0.05%  test     [kernel.kallsyms]             [k] post_alloc_hook
     0.05%  test     test                          [.] void _mm512_memcpy<unsigned char>(unsigned char*, unsigned char const*, unsigned long)
     0.04%  test     libjpeg.so.8.2.2              [.] 0x000000000003d6cf
     0.04%  test     test                          [.] decltype (::new ((void*)(0)) int((declval<int const&>)())) std::construct_at<int, int const&>(int*, int const&)
     0.04%  test     libjpeg.so.8.2.2              [.] 0x0000000000027265
     0.04%  test     libjpeg.so.8.2.2              [.] 0x000000000004be75
     0.04%  test     libjpeg.so.8.2.2              [.] 0x0000000000006135
     0.04%  test     libjpeg.so.8.2.2              [.] 0x0000000000028b97
     0.04%  test     libtbb.so.12.12               [.] tbb::detail::d1::task* tbb::detail::r1::task_dispatcher::local_wait_for_all<false, tbb::detail::r1::outermost_worker_waiter>(tbb::detail::d1::task*, tbb::detail::r1::outermost_worker_waiter&)
     0.04%  test     libjpeg.so.8.2.2              [.] 0x000000000004bef3
     0.04%  test     libjpeg.so.8.2.2              [.] 0x000000000003d7a5
     0.04%  test     libm.so.6                     [.] __atan2f_finite@GLIBC_2.15
     0.04%  test     [kernel.kallsyms]             [k] __filemap_add_folio
     0.04%  test     [kernel.kallsyms]             [k] memset_orig
     0.04%  test     libjpeg.so.8.2.2              [.] 0x000000000004c711
     0.04%  test     libjpeg.so.8.2.2              [.] 0x000000000004be83
     0.04%  test     [kernel.kallsyms]             [k] free_pcppages_bulk
     0.04%  test     libjpeg.so.8.2.2              [.] 0x0000000000027850
     0.04%  test     [kernel.kallsyms]             [k] _raw_spin_unlock_irqrestore
     0.04%  test     libjpeg.so.8.2.2              [.] 0x0000000000027234
     0.04%  test     libjpeg.so.8.2.2              [.] 0x00000000000271fa
     0.04%  test     libjpeg.so.8.2.2              [.] 0x00000000000155c3
     0.04%  test     libjpeg.so.8.2.2              [.] 0x000000000004c2f3
     0.04%  test     libjpeg.so.8.2.2              [.] 0x0000000000028b90
     0.04%  test     test                          [.] std::vector<int, std::allocator<int> >::size() const
     0.04%  test     [kernel.kallsyms]             [k] __ext4_get_inode_loc
     0.04%  test     libjpeg.so.8.2.2              [.] 0x0000000000027157
     0.04%  test     [kernel.kallsyms]             [k] __folio_start_writeback
     0.04%  test     libjpeg.so.8.2.2              [.] 0x0000000000007d47
     0.04%  test     libjpeg.so.8.2.2              [.] 0x0000000000028bd6
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000004be93
     0.03%  test     libjpeg.so.8.2.2              [.] 0x00000000000155b7
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000003d8ba
     0.03%  test     libjpeg.so.8.2.2              [.] 0x0000000000027237
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000004c6f1
     0.03%  test     test                          [.] void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&)
     0.03%  test     libjpeg.so.8.2.2              [.] 0x0000000000027a3f
     0.03%  test     libjpeg.so.8.2.2              [.] 0x00000000000156be
     0.03%  test     [kernel.kallsyms]             [k] up_write
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000004c303
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000003d64b
     0.03%  test     [kernel.kallsyms]             [k] crypto_shash_update
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000004c2af
     0.03%  test     libjpeg.so.8.2.2              [.] 0x0000000000027937
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000003d8b3
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000004c6f6
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000004be6f
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000004bf0f
     0.03%  test     libjpeg.so.8.2.2              [.] 0x0000000000027928
     0.03%  test     libjpeg.so.8.2.2              [.] 0x00000000000271a3
     0.03%  test     libjpeg.so.8.2.2              [.] 0x0000000000027860
     0.03%  test     [kernel.kallsyms]             [k] consume_obj_stock
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000004be7b
     0.03%  test     [kernel.kallsyms]             [k] free_swap_cache
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000004c26e
     0.03%  test     libjpeg.so.8.2.2              [.] 0x0000000000027241
     0.03%  test     libjpeg.so.8.2.2              [.] 0x0000000000027197
     0.03%  test     [kernel.kallsyms]             [k] memcg_check_events
     0.03%  test     [kernel.kallsyms]             [k] should_fail_alloc_page
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000004beff
     0.03%  test     libjpeg.so.8.2.2              [.] 0x0000000000027bf4
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000003d603
     0.03%  test     libjpeg.so.8.2.2              [.] 0x00000000000156bb
     0.03%  test     libjpeg.so.8.2.2              [.] 0x00000000000278df
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000002795b
     0.03%  test     test                          [.] operator new(unsigned long, void*)
     0.03%  test     test                          [.] int const& std::forward<int const&>(std::remove_reference<int const&>::type&)
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000003d5ea
     0.03%  test     [kernel.kallsyms]             [k] asm_exc_page_fault
     0.03%  test     libjpeg.so.8.2.2              [.] 0x0000000000027920
     0.03%  test     [kernel.kallsyms]             [k] truncate_cleanup_folio
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000004c2b7
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000004be8b
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000004c6d7
     0.03%  test     libjpeg.so.8.2.2              [.] 0x0000000000007de3
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000004c2fb
     0.03%  test     libm.so.6                     [.] __sqrtf
     0.03%  test     libjpeg.so.8.2.2              [.] 0x0000000000006141
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000004c252
     0.03%  test     [kernel.kallsyms]             [k] crc32c_pcl_intel_update
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000003d790
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000002794a
     0.03%  test     test                          [.] std::atan2(float, float)
     0.03%  test     libjpeg.so.8.2.2              [.] 0x0000000000027260
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000004bed1
     0.03%  test     libjpeg.so.8.2.2              [.] 0x00000000000271c0
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000026d4e
     0.02%  test     [kernel.kallsyms]             [k] kmem_cache_free
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000048e4c
     0.02%  test     [kernel.kallsyms]             [k] fault_in_readable
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004c27a
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004c47e
     0.02%  test     [kernel.kallsyms]             [k] __rmqueue_pcplist
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000048e37
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000048e3f
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000027708
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000027958
     0.02%  test     [kernel.kallsyms]             [k] _raw_spin_unlock
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000027988
     0.02%  test     libjpeg.so.8.2.2              [.] 0x00000000000155f6
     0.02%  test     [kernel.kallsyms]             [k] policy_nodemask
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000002797b
     0.02%  test     test                          [.] std::vector<int, std::allocator<int> >::operator[](unsigned long)
     0.02%  test     [kernel.kallsyms]             [k] __cond_resched
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004c812
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000048e62
     0.02%  test     [kernel.kallsyms]             [k] access_error
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004c700
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000027950
     0.02%  test     libm.so.6                     [.] __atan2f
     0.02%  test     [kernel.kallsyms]             [k] pmd_val
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000003d5f5
     0.02%  test     [kernel.kallsyms]             [k] down_write
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000027bf0
     0.02%  test     libjpeg.so.8.2.2              [.] 0x00000000000270d1
     0.02%  test     [kernel.kallsyms]             [k] memcg_slab_post_alloc_hook
     0.02%  test     [kernel.kallsyms]             [k] __get_vma_policy
     0.02%  test     [kernel.kallsyms]             [k] bvec_try_merge_page
     0.02%  test     [kernel.kallsyms]             [k] jbd2_journal_dirty_metadata
     0.02%  test     [kernel.kallsyms]             [k] _raw_spin_lock_irq
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004c23a
     0.02%  test     [kernel.kallsyms]             [k] folio_clear_dirty_for_io
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000007dfc
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004c449
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000003d60d
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000003d7e2
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000003d797
     0.02%  test     [kernel.kallsyms]             [k] send_to_group
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000020ea4
     0.02%  test     [kernel.kallsyms]             [k] bh_get_inode_and_lblk_num
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000003d6c8
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000003d633
     0.02%  test     libjpeg.so.8.2.2              [.] 0x00000000000271bb
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000000610b
     0.02%  test     [kernel.kallsyms]             [k] fsnotify_insert_event
     0.02%  test     [kernel.kallsyms]             [k] __es_insert_extent
     0.02%  test     libjpeg.so.8.2.2              [.] 0x00000000000206c3
     0.02%  test     [kernel.kallsyms]             [k] node_page_state
     0.02%  test     [kernel.kallsyms]             [k] xas_load
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000003d6ba
     0.02%  test     [kernel.kallsyms]             [k] balance_dirty_pages_ratelimited_flags
     0.02%  test     [kernel.kallsyms]             [k] do_user_addr_fault
     0.02%  test     [kernel.kallsyms]             [k] __slab_free
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000028bf2
     0.02%  test     [kernel.kallsyms]             [k] fsnotify
     0.02%  test     [kernel.kallsyms]             [k] __mod_lruvec_state
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000028b82
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000002708e
     0.02%  test     libjpeg.so.8.2.2              [.] 0x00000000000273e0
     0.02%  test     libjpeg.so.8.2.2              [.] 0x00000000000271d3
     0.02%  test     [kernel.kallsyms]             [k] consume_stock
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000027815
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000028b87
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000028b5b
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004c43d
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000002787d
     0.02%  test     libjpeg.so.8.2.2              [.] 0x00000000000272a1
     0.02%  test     [kernel.kallsyms]             [k] __srcu_read_lock
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000027960
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004c2e3
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000027a50
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000027704
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000027912
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000002712d
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000002788d
     0.02%  test     [kernel.kallsyms]             [k] mod_objcg_state
     0.02%  test     libjpeg.so.8.2.2              [.] 0x00000000000276fa
     0.02%  test     [kernel.kallsyms]             [k] lockref_put_return
     0.02%  test     libopencv_core.so.4.9.0       [.] icv_k0_ownsCopy_8u_nt
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004c26a
     0.02%  test     [kernel.kallsyms]             [k] folio_add_lru_vma
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000027218
     0.02%  test     libjpeg.so.8.2.2              [.] 0x00000000000059e8
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004c2bb
     0.02%  test     [kernel.kallsyms]             [k] folio_lruvec_lock_irqsave
